"","","","","",""
"20181024_195121","-1.878","3.1","6.826","19.24895","73.14309"
"20181024_195122","-1.406","1.299","8.783","19.24898","73.14302"
"20181024_195122","-1.104","1.366","11.496","19.24898","73.14302"
"20181024_195123","-1.71","2.066","10.611","19.24903","73.14296"
"20181024_195123","-1.33","1.346","8.962","19.24903","73.14296"
"20181024_195124","-1.188","-0.193","9.422","19.24907","73.1429"
"20181024_195124","-2.224","1.452","7.173","19.24907","73.1429"
"20181024_195125","-0.612","1.672","9.797","19.24912","73.14284"
"20181024_195125","-1.213","-0.671","9.697","19.24912","73.14284"
"20181024_195126","-0.22","1.126","8.444","19.24915","73.14279"
"20181024_195126","-1.256","-0.427","11.253","19.24915","73.14279"
"20181024_195127","-0.94","-0.006","8.378","19.24919","73.14275"
"20181024_195127","-1.039","0.508","9.9","19.24919","73.14275"
"20181024_195128","-2.509","0.933","8.334","19.24921","73.14271"
"20181024_195128","-1.339","0.292","9.585","19.24921","73.14271"
"20181024_195129","-1.154","0.481","9.008","19.24922","73.14269"
"20181024_195129","-1.142","1.851","7.718","19.24922","73.14269"
"20181024_195130","-1.817","1.936","8.755","19.24925","73.14266"
"20181024_195130","-1.369","1.891","8.852","19.24925","73.14266"
"20181024_195131","-0.961","1.155","10.033","19.24927","73.14264"
"20181024_195131","-0.66","1.697","9.383","19.24927","73.14264"
"20181024_195132","-2.603","1.768","10.098","19.24928","73.14262"
"20181024_195132","-1.345","1.305","9.48","19.24928","73.14262"
"20181024_195133","-1.005","2.602","8.894","19.24929","73.14261"
"20181024_195134","-0.923","1.848","9.975","19.24929","73.14261"
"20181024_195134","-1.908","2.295","8.887","19.2493","73.14258"
"20181024_195135","-1.133","2.014","9.407","19.2493","73.14258"
"20181024_195135","-1.335","1.838","10.478","19.24932","73.14255"
"20181024_195136","-2.033","2.597","11.191","19.24932","73.14255"
"20181024_195136","-1.042","1.564","8.225","19.24934","73.14252"
"20181024_195137","-1.048","2.672","8.916","19.24934","73.14252"
"20181024_195137","-0.693","1.18","11.971","19.24937","73.14248"
"20181024_195138","-0.664","2.287","8.293","19.24937","73.14248"
"20181024_195138","-2.105","1.879","10.218","19.24938","73.14244"
"20181024_195139","-1.359","1.693","10.516","19.24938","73.14244"
"20181024_195139","-1.715","0.875","9.929","19.24942","73.14239"
"20181024_195140","-2.38","1.82","8.742","19.24942","73.14239"
"20181024_195140","-1.559","1.785","11.23","19.24944","73.14235"
"20181024_195141","-1.246","2.389","8.069","19.24944","73.14235"
"20181024_195141","-1.111","2.383","9.901","19.24946","73.1423"
"20181024_195142","-2.442","2.378","10.34","19.24946","73.1423"
"20181024_195142","-1.316","2.415","10.552","19.24949","73.14225"
"20181024_195143","-0.913","3.119","6.613","19.24949","73.14225"
"20181024_195143","-1.342","1.652","14.581","19.24952","73.1422"
"20181024_195144","-1.916","1.197","9.213","19.24952","73.1422"
"20181024_195144","-1.823","2.865","9.131","19.24957","73.14214"
"20181024_195145","-0.734","2.187","7.526","19.24957","73.14214"
"20181024_195145","-1.122","1.881","8.251","19.2496","73.14208"
"20181024_195146","-1.44","0.877","8.929","19.2496","73.14208"
"20181024_195146","-1.678","0.847","8.44","19.24965","73.14201"
"20181024_195147","-1.704","0.756","8.225","19.24965","73.14201"
"20181024_195147","-1.13","1.339","9.261","19.2497","73.14194"
"20181024_195148","-2.97","1.531","7.858","19.2497","73.14194"
"20181024_195148","-1.341","1.927","10.33","19.24975","73.14187"
"20181024_195149","-1.353","1.27","10.554","19.24975","73.14187"
"20181024_195149","-1.424","0.521","9.964","19.2498","73.1418"
"20181024_195150","-2.12","1.166","10.577","19.2498","73.1418"
"20181024_195150","-1.813","2.342","10.755","19.24985","73.14172"
"20181024_195151","-1.131","0.036","15.443","19.24985","73.14172"
"20181024_195151","-1.837","1.299","9.152","19.24989","73.14165"
"20181024_195152","-1.452","1.132","6.884","19.24989","73.14165"
"20181024_195152","-1.736","0.722","8.638","19.24995","73.14158"
"20181024_195153","-1.196","1.272","11.232","19.24995","73.14158"
"20181024_195153","-0.939","-0.621","11.145","19.24999","73.14151"
"20181024_195154","-1.709","1.387","7.007","19.24999","73.14151"
"20181024_195154","-1.841","1.479","9.946","19.25003","73.14145"
"20181024_195155","-1.682","0.229","8.453","19.25003","73.14145"
"20181024_195155","-1.396","1.144","9.258","19.25007","73.14138"
"20181024_195156","-2.165","-0.672","10.77","19.25011","73.14132"
"20181024_195156","-2.051","0.007","9.754","19.25011","73.14132"
"20181024_195157","-0.771","-0.288","8.629","19.25015","73.14127"
"20181024_195157","-1.595","0.657","13.222","19.25015","73.14127"
"20181024_195158","-1.684","1.191","10.167","19.25018","73.14122"
"20181024_195158","-1.096","1.519","8.168","19.25018","73.14122"
"20181024_195159","-1.578","0.169","8.341","19.2502","73.14117"
"20181024_195159","-1.51","0.389","9.493","19.2502","73.14117"
"20181024_195200","-1.596","0.423","9.622","19.25022","73.14114"
"20181024_195200","-0.248","1.889","8.322","19.25022","73.14114"
"20181024_195201","-1.655","1.506","9.173","19.25024","73.14111"
"20181024_195201","-0.958","1.358","10.046","19.25024","73.14111"
"20181024_195202","-1.272","0.993","10.745","19.25026","73.14108"
"20181024_195202","-2.219","0.339","12.408","19.25026","73.14108"
"20181024_195203","-0.433","2.081","12.124","19.25029","73.14107"
"20181024_195203","-1.92","1.38","9.655","19.25029","73.14107"
"20181024_195204","-2.847","1.441","10.424","19.2503","73.14105"
"20181024_195204","-0.764","1.111","9.594","19.2503","73.14105"
"20181024_195205","-2.014","1.079","9.909","19.25031","73.14104"
"20181024_195205","-0.003","2.054","13.071","19.25031","73.14104"
"20181024_195206","-2.526","2.228","10.128","19.25032","73.14102"
"20181024_195207","-0.394","3.337","10.201","19.25032","73.14102"
"20181024_195207","-2.152","1.514","9.33","19.25033","73.14101"
"20181024_195208","-1.744","1.612","9.797","19.25033","73.14101"
"20181024_195208","-0.953","2.506","11.811","19.25034","73.141"
"20181024_195209","-4.127","0.676","12.021","19.25034","73.141"
"20181024_195209","-0.388","3.143","5.617","19.25035","73.14098"
"20181024_195210","-2.371","1.386","10.381","19.25035","73.14098"
"20181024_195210","-0.868","1.102","9.343","19.25037","73.14096"
"20181024_195211","-2.778","1.022","10.082","19.25037","73.14096"
"20181024_195211","-0.688","2.002","10.049","19.25038","73.14095"
"20181024_195212","-1.514","1.518","10.049","19.25038","73.14095"
"20181024_195212","-2.334","1.19","9.069","19.25039","73.14094"
"20181024_195213","-1.214","1.766","11.144","19.25039","73.14094"
"20181024_195213","-1.234","1.944","9.218","19.2504","73.14092"
"20181024_195214","-1.444","2.657","8.792","19.2504","73.14092"
"20181024_195214","-3.431","1.531","10.413","19.25042","73.14089"
"20181024_195215","-0.785","1.091","15.659","19.25042","73.14089"
"20181024_195215","-1.999","1.883","11.03","19.25044","73.14086"
"20181024_195216","-2.211","2.551","9.503","19.25044","73.14086"
"20181024_195216","-2.46","0.998","10.345","19.25047","73.14082"
"20181024_195217","-1.329","3.746","8.462","19.25047","73.14082"
"20181024_195217","-0.215","1.845","9.276","19.25049","73.14076"
"20181024_195218","-1.189","0.75","9.921","19.25049","73.14076"
"20181024_195218","-1.318","2.204","11.278","19.25053","73.14071"
"20181024_195219","-1.45","0.873","8.786","19.25053","73.14071"
"20181024_195219","-1.529","0.919","9.273","19.25057","73.14067"
"20181024_195220","-1.197","1.438","9.056","19.25057","73.14067"
"20181024_195220","-2.439","1.584","8.772","19.25061","73.14063"
"20181024_195221","-4.153","2.193","8.662","19.25061","73.14063"
"20181024_195221","-1.263","2.464","10.588","19.25065","73.14057"
"20181024_195222","-2.018","1.489","8.913","19.25065","73.14057"
"20181024_195222","-1.383","2.003","11.794","19.2507","73.14052"
"20181024_195223","-1.552","0.842","9.839","19.2507","73.14052"
"20181024_195223","-0.444","1.616","12.372","19.25074","73.14046"
"20181024_195224","-0.227","1.318","9.289","19.25074","73.14046"
"20181024_195224","-2.326","3.762","7.857","19.25078","73.1404"
"20181024_195225","-1.696","-0.178","7.968","19.25078","73.1404"
"20181024_195225","-0.87","1.334","9.42","19.25083","73.14034"
"20181024_195226","-1.297","2.078","9.1","19.25085","73.14028"
"20181024_195226","-1.251","-0.215","9.978","19.25085","73.14028"
"20181024_195227","-2.449","1.947","9.778","19.25092","73.14021"
"20181024_195227","-1.523","-0.116","11.576","19.25092","73.14021"
"20181024_195228","-1.172","1.526","13.14","19.25096","73.14014"
"20181024_195228","-0.581","2.67","10.099","19.25096","73.14014"
"20181024_195229","0.206","0.527","10.547","19.25101","73.14008"
"20181024_195229","-0.919","1.333","8.261","19.25101","73.14008"
"20181024_195230","-0.985","0.125","11.165","19.25106","73.14001"
"20181024_195230","-1.349","1.705","10.278","19.25106","73.14001"
"20181024_195231","-1.613","0.4","8.263","19.25111","73.13995"
"20181024_195231","-2.671","0.481","11.305","19.25111","73.13995"
"20181024_195232","-1.261","2.886","8.013","19.25114","73.13989"
"20181024_195232","-2.32","1.338","7.157","19.25114","73.13989"
"20181024_195233","-1.297","0.86","9.504","19.25119","73.13983"
"20181024_195233","-1.451","0.389","11.412","19.25119","73.13983"
"20181024_195234","-0.305","0.8","10.888","19.25124","73.13977"
"20181024_195234","-1.393","1.167","7.342","19.25124","73.13977"
"20181024_195235","-0.669","1.749","10.867","19.25128","73.13971"
"20181024_195235","-0.988","1.115","11.126","19.25128","73.13971"
"20181024_195236","-1.603","1.794","9.031","19.25132","73.13967"
"20181024_195236","-0.911","0.219","10.012","19.25132","73.13967"
"20181024_195237","-2.947","1.998","6.954","19.25137","73.13961"
"20181024_195238","-1.141","-0.45","8.328","19.25137","73.13961"
"20181024_195238","-0.769","1.785","10.451","19.25141","73.13956"
"20181024_195239","-0.369","-0.371","13.676","19.25141","73.13956"
"20181024_195239","-3.05","1.902","7.305","19.25145","73.1395"
"20181024_195240","-0.894","0.5","7.254","19.25145","73.1395"
"20181024_195240","-1.413","1.471","9.271","19.25151","73.13945"
"20181024_195241","-1.146","1.665","10.019","19.25151","73.13945"
"20181024_195241","-0.839","0.449","8.792","19.25153","73.1394"
"20181024_195242","-0.86","1.215","5.16","19.25153","73.1394"
"20181024_195242","-1.942","2.402","11.94","19.25158","73.13935"
"20181024_195243","-1.526","1.828","8.796","19.25158","73.13935"
"20181024_195243","-3.82","2.723","10.194","19.25162","73.13931"
"20181024_195244","-2.092","2.447","13.316","19.25162","73.13931"
"20181024_195244","-0.244","2.488","7.917","19.25165","73.13926"
"20181024_195245","-2.915","1.653","8.123","19.25165","73.13926"
"20181024_195245","-1.691","1.809","8.851","19.25169","73.13922"
"20181024_195246","0.404","2.565","8.438","19.25169","73.13922"
"20181024_195246","-1.108","1.077","13.335","19.25172","73.13917"
"20181024_195247","-0.788","2.448","7.184","19.25172","73.13917"
"20181024_195247","-2.702","2.07","8.724","19.25177","73.13911"
"20181024_195248","-1.542","1.709","8.695","19.25177","73.13911"
"20181024_195248","-1.794","1.088","10.632","19.25182","73.13905"
"20181024_195249","-1.617","1.2","9.533","19.25182","73.13905"
"20181024_195249","-1.656","0.453","8.828","19.25187","73.139"
"20181024_195250","-1.221","0.316","10.091","19.25187","73.139"
"20181024_195250","-1.911","1.114","11.996","19.25192","73.13894"
"20181024_195251","-0.375","0.449","11.929","19.25192","73.13894"
"20181024_195251","-1.702","1.151","10.091","19.25197","73.13888"
"20181024_195252","-0.349","0.839","9.955","19.25197","73.13888"
"20181024_195252","-2.52","1.525","10.068","19.25201","73.13883"
"20181024_195253","-0.897","0.401","6.871","19.25201","73.13883"
"20181024_195253","-0.563","-0.161","9.38","19.25205","73.13878"
"20181024_195254","-1.045","-1.271","14.583","19.25205","73.13878"
"20181024_195254","-3.737","1.455","16.066","19.25206","73.13876"
"20181024_195255","-0.864","1.936","9.282","19.25206","73.13876"
"20181024_195255","-0.527","0.897","11.15","19.25209","73.13873"
"20181024_195256","-1.773","2.462","9.382","19.25209","73.13873"
"20181024_195256","-1.67","2.042","9.395","19.2521","73.13871"
"20181024_195257","-1.806","2.458","10.609","19.25212","73.13869"
"20181024_195257","-1.66","2.944","9.937","19.25212","73.13869"
"20181024_195258","-1.256","2.899","9.485","19.25214","73.13866"
"20181024_195258","-1.813","2.87","9.42","19.25214","73.13866"
"20181024_195259","-0.997","2.611","9.009","19.25216","73.13862"
"20181024_195259","-1.692","3.284","9.888","19.25216","73.13862"
"20181024_195300","-1.632","1.894","10.166","19.25219","73.13858"
"20181024_195300","-1.409","1.869","8.692","19.25219","73.13858"
"20181024_195301","-1.199","2.09","9.851","19.25223","73.13854"
"20181024_195301","-1.407","2.818","6.841","19.25223","73.13854"
"20181024_195302","-1.633","2.663","10.6","19.25225","73.1385"
"20181024_195302","-2.214","1.851","9.995","19.25225","73.1385"
"20181024_195303","-1.342","2.537","7.381","19.25229","73.13846"
"20181024_195303","-1.306","2.606","11.144","19.25229","73.13846"
"20181024_195304","-1.633","1.75","10.588","19.25229","73.13841"
"20181024_195304","-1.375","1.473","8.471","19.25229","73.13841"
"20181024_195305","-1.692","1.673","8.463","19.25233","73.13836"
"20181024_195305","-0.775","0.224","9.401","19.25233","73.13836"
"20181024_195306","-0.194","0.763","11.521","19.25236","73.13831"
"20181024_195306","-0.243","2.071","10.502","19.25236","73.13831"
"20181024_195307","-1.063","1.77","11.801","19.25239","73.13826"
"20181024_195308","-2.088","1.962","10.25","19.25239","73.13826"
"20181024_195308","-1.527","1.393","12.079","19.25242","73.13822"
"20181024_195309","-0.452","1.822","9.806","19.25242","73.13822"
"20181024_195309","-1.868","2.315","9.688","19.25244","73.13817"
"20181024_195310","-1.571","0.54","8.956","19.25244","73.13817"
"20181024_195310","-2.261","1.87","10.178","19.25247","73.13811"
"20181024_195311","-1.661","1.283","11.948","19.25247","73.13811"
"20181024_195311","-0.994","-0.194","10.54","19.25249","73.13806"
"20181024_195312","-1.73","1.888","7.53","19.25249","73.13806"
"20181024_195312","-1.59","1.058","8.288","19.25252","73.13801"
"20181024_195313","-1.378","1.448","10.62","19.25252","73.13801"
"20181024_195313","-2.45","0.562","9.807","19.25254","73.13796"
"20181024_195314","-0.585","-0.062","8.847","19.25254","73.13796"
"20181024_195314","-2.108","1.3","9.238","19.25256","73.13793"
"20181024_195315","-1.95","1.594","11.807","19.25256","73.13793"
"20181024_195315","-0.494","1.36","10.944","19.25259","73.13788"
"20181024_195316","-2.014","0.652","8.618","19.25259","73.13788"
"20181024_195316","-2.121","1.911","10.208","19.25261","73.13787"
"20181024_195317","-1.664","1.581","11.745","19.25261","73.13787"
"20181024_195317","-1.106","2.349","8.574","19.25263","73.13783"
"20181024_195318","-1.777","2.513","8.501","19.25263","73.13783"
"20181024_195318","-3.989","2.822","5.087","19.25265","73.13779"
"20181024_195319","-0.728","1.616","8.74","19.25265","73.13779"
"20181024_195319","-2.159","0.364","9.872","19.25268","73.13775"
"20181024_195320","-1.377","0.899","13.313","19.25268","73.13775"
"20181024_195320","-1.359","0.302","11.542","19.25269","73.13769"
"20181024_195321","-2.2","1.279","10.194","19.25269","73.13769"
"20181024_195321","-1.506","2.032","7.395","19.25272","73.13765"
"20181024_195322","-1.603","0.557","9.74","19.25272","73.13765"
"20181024_195322","-2.181","2.022","10.942","19.25275","73.1376"
"20181024_195323","-0.518","0.882","10.869","19.25275","73.1376"
"20181024_195323","-0.318","-0.435","11.645","19.25276","73.13756"
"20181024_195324","-2.473","1.229","9.814","19.25276","73.13756"
"20181024_195324","-2.085","1.278","10.474","19.25278","73.13751"
"20181024_195325","-1.891","0.798","9.263","19.25278","73.13751"
"20181024_195325","-0.454","0.906","9.388","19.25279","73.13746"
"20181024_195326","-2.265","0.451","9.668","19.25282","73.13742"
"20181024_195326","-1.302","1.887","8.591","19.25282","73.13742"
"20181024_195327","-1.337","0.61","9.486","19.25283","73.13737"
"20181024_195327","-0.994","0.607","10.436","19.25283","73.13737"
"20181024_195328","-2.105","0.772","10.262","19.25284","73.13734"
"20181024_195328","-1.075","0.724","8.182","19.25284","73.13734"
"20181024_195329","-1.585","0.066","10.181","19.25286","73.13731"
"20181024_195329","-1.157","1.027","9.624","19.25286","73.13731"
"20181024_195330","-1.911","0.395","10.279","19.25288","73.13729"
"20181024_195330","-1.173","1.122","9.658","19.25288","73.13729"
"20181024_195331","-1.279","0.733","9.68","19.25289","73.13727"
"20181024_195331","-1.476","1.982","10.297","19.25289","73.13727"
"20181024_195332","-1.9","0.732","9.642","19.2529","73.13726"
"20181024_195332","-1.83","1.356","9.525","19.2529","73.13726"
"20181024_195333","-1.518","1.635","10.139","19.2529","73.13725"
"20181024_195333","-0.68","2.047","9.457","19.2529","73.13725"
"20181024_195334","-1.79","1.926","9.468","19.25291","73.13724"
"20181024_195334","-2.068","1.681","9.254","19.25291","73.13724"
"20181024_195335","-1.225","2.27","10.771","19.25292","73.13722"
"20181024_195335","-1.487","1.582","9.147","19.25292","73.13722"
"20181024_195336","-1.446","1.344","10.251","19.25292","73.13721"
"20181024_195336","-2.115","0.767","10.32","19.25292","73.13721"
"20181024_195337","-2.031","0.138","9.925","19.25293","73.13719"
"20181024_195337","-1.666","0.206","10.281","19.25293","73.13719"
"20181024_195338","-1.699","0.035","9.787","19.25294","73.13717"
"20181024_195338","-2.262","1.435","10.094","19.25294","73.13717"
"20181024_195339","-1.988","1.567","9.506","19.25293","73.13716"
"20181024_195339","-1.685","1.42","9.589","19.25293","73.13716"
"20181024_195340","-1.603","1.42","9.604","19.25293","73.13715"
"20181024_195340","-1.6","1.611","9.681","19.25293","73.13715"
"20181024_195341","-1.69","2.053","9.482","19.25294","73.13715"
"20181024_195342","-1.787","1.936","10.293","19.25294","73.13715"
"20181024_195342","-1.655","2.113","11.111","19.25294","73.13715"
"20181024_195343","-1.657","1.305","9.065","19.25294","73.13715"
"20181024_195343","-1.747","1.033","9.378","19.25294","73.13714"
"20181024_195344","-1.77","1.384","9.989","19.25294","73.13714"
"20181024_195344","-1.549","1.865","9.899","19.25294","73.13713"
"20181024_195345","-1.735","1.817","9.765","19.25294","73.13713"
"20181024_195345","-1.802","0.92","9.792","19.25295","73.13712"
"20181024_195346","-1.775","1.251","9.759","19.25295","73.13712"
"20181024_195346","-1.874","0.996","9.445","19.25295","73.13711"
"20181024_195347","-1.642","1.154","9.892","19.25295","73.13711"
"20181024_195347","-1.494","0.968","9.649","19.25295","73.1371"
"20181024_195348","-1.521","0.379","10.393","19.25295","73.1371"
"20181024_195348","-1.395","0.215","9.73","19.25296","73.13708"
"20181024_195349","-1.49","0.548","9.846","19.25296","73.13708"
"20181024_195349","-1.752","0.972","9.649","19.25296","73.13708"
"20181024_195350","-1.619","0.937","9.758","19.25296","73.13708"
"20181024_195350","-1.752","0.737","9.996","19.25296","73.13707"
"20181024_195351","-1.637","1.597","9.614","19.25296","73.13707"
"20181024_195351","-1.63","1.611","9.661","19.25296","73.13707"
"20181024_195352","-1.088","1.479","9.162","19.25296","73.13707"
"20181024_195352","-1.772","0.59","10.091","19.25297","73.13706"
"20181024_195353","-1.572","1.61","9.263","19.25297","73.13706"
"20181024_195353","-1.539","1.845","8.613","19.25297","73.13706"
"20181024_195354","-2.035","1.487","8.586","19.25297","73.13706"
"20181024_195354","-1.454","1.82","10.365","19.25297","73.13705"
"20181024_195355","-1.214","1.065","9.204","19.25297","73.13705"
"20181024_195355","-1.612","1.271","9.795","19.25298","73.13703"
"20181024_195356","-0.685","0.24","10.494","19.25298","73.13703"
"20181024_195356","-1.255","0.33","9.501","19.25298","73.13702"
"20181024_195357","-0.833","0.336","10.51","19.25298","73.13702"
"20181024_195357","-1.308","0.861","9.873","19.25298","73.137"
"20181024_195358","-1.933","0.558","9.833","19.25299","73.13699"
"20181024_195358","-1.777","0.38","9.61","19.25299","73.13699"
"20181024_195359","-1.515","0.463","9.668","19.25299","73.13699"
"20181024_195359","-1.63","0.884","9.879","19.25299","73.13699"
"20181024_195400","-1.738","1.345","10.245","19.25299","73.13698"
"20181024_195400","-0.882","1.448","10.172","19.25299","73.13698"
"20181024_195401","-1.86","1.975","8.889","19.25299","73.13697"
"20181024_195401","-1.279","1.404","10.455","19.25299","73.13697"
"20181024_195402","-0.64","2.371","10.137","19.253","73.13695"
"20181024_195402","-0.66","0.716","10.767","19.253","73.13695"
"20181024_195403","-0.971","0.501","10.228","19.25301","73.13694"
"20181024_195403","-1.037","0.575","9.18","19.25301","73.13694"
"20181024_195404","-1.445","-0.152","9.855","19.25303","73.13692"
"20181024_195404","-0.303","1.43","9.351","19.25303","73.13692"
"20181024_195405","-0.91","0.978","9.775","19.25304","73.13691"
"20181024_195405","-2.51","0.477","9.397","19.25304","73.13691"
"20181024_195406","-0.468","0.987","10.273","19.25306","73.13691"
"20181024_195406","-1.926","0.503","9.71","19.25306","73.13691"
"20181024_195407","-0.999","0.786","10.135","19.25308","73.13691"
"20181024_195407","-1.599","0.822","9.537","19.25308","73.13691"
"20181024_195408","-1.352","1.132","10.33","19.2531","73.13691"
"20181024_195408","-1.502","0.867","9.01","19.2531","73.13691"
"20181024_195409","-2.112","0.625","10.079","19.25311","73.13692"
"20181024_195409","-1.536","0.71","9.596","19.25311","73.13692"
"20181024_195410","-1.414","0.604","9.819","19.25312","73.13692"
"20181024_195410","-1.898","0.575","9.967","19.25312","73.13692"
"20181024_195411","-1.179","1.552","10.147","19.25312","73.13693"
"20181024_195411","-0.601","1.632","9.689","19.25312","73.13693"
"20181024_195412","-1.406","1.901","9.068","19.25313","73.13694"
"20181024_195412","-1.278","1.251","9.844","19.25313","73.13694"
"20181024_195413","-1.545","1.566","9.826","19.25314","73.13695"
"20181024_195414","-1.363","1.254","9.808","19.25314","73.13695"
"20181024_195414","-1.938","0.831","9.243","19.25315","73.13697"
"20181024_195415","-2.577","0.568","10.451","19.25315","73.13697"
"20181024_195415","-1.874","0.78","9.595","19.25316","73.13699"
"20181024_195416","-1.573","2.172","9.909","19.25316","73.13699"
"20181024_195416","-1.73","1.596","9.679","19.25317","73.13701"
"20181024_195417","-1.567","0.768","9.754","19.25317","73.13701"
"20181024_195417","-1.557","1.423","10.898","19.25318","73.13703"
"20181024_195418","-1.767","1.228","9.415","19.25318","73.13703"
"20181024_195418","-1.354","1.606","9.37","19.25319","73.13706"
"20181024_195419","-3.544","0.404","9.42","19.25319","73.13706"
"20181024_195419","-2.217","1.785","9.173","19.2532","73.13708"
"20181024_195420","-1.904","0.739","9.106","19.2532","73.13708"
"20181024_195420","-0.071","1.657","10.938","19.25321","73.13711"
"20181024_195421","-2.323","1.067","9.462","19.25321","73.13711"
"20181024_195421","-2.412","1.042","9.639","19.25322","73.13713"
"20181024_195422","-2.05","0.869","9.504","19.25322","73.13713"
"20181024_195422","-1.881","1.145","9.54","19.25323","73.13715"
"20181024_195423","-2.867","0.413","9.509","19.25323","73.13715"
"20181024_195423","-0.864","0.98","9.77","19.25324","73.13717"
"20181024_195424","-1.583","1.342","9.032","19.25324","73.13717"
"20181024_195424","-1.393","0.394","9.816","19.25325","73.13718"
"20181024_195425","-1.69","0.28","9.54","19.25325","73.13718"
"20181024_195425","-1.836","0.248","9.826","19.25325","73.13719"
"20181024_195426","-1.99","0.263","9.808","19.25325","73.13719"
"20181024_195426","-2.249","1.688","9.363","19.25326","73.1372"
"20181024_195427","-1.88","1.29","9.518","19.25326","73.1372"
"20181024_195427","-1.946","0.87","9.779","19.25326","73.13719"
"20181024_195428","-1.926","0.866","9.775","19.25326","73.13719"
"20181024_195428","-1.791","0.885","9.801","19.25326","73.1372"
"20181024_195429","-2.431","0.963","9.609","19.25326","73.1372"
"20181024_195429","-2.208","0.961","9.553","19.25326","73.1372"
"20181024_195430","-2.09","1.025","9.657","19.25326","73.1372"
"20181024_195430","-1.964","1.126","9.563","19.25326","73.1372"
"20181024_195431","-2.14","1.137","9.549","19.25326","73.1372"
"20181024_195431","-2.22","0.731","9.798","19.25326","73.1372"
"20181024_195432","-0.907","-0.084","9.203","19.25326","73.1372"
"20181024_195432","-1.361","5.533","5.739","19.25326","73.1372"
"20181024_195433","-2.693","2.718","8.948","19.25326","73.1372"
"20181024_195433","-1.928","4.468","8.42","19.25326","73.1372"
"20181024_195434","-1.13","4.698","9.904","19.25326","73.1372"
"20181024_195434","-4.832","2.348","9.534","19.25326","73.1372"
"20181024_195435","-2.029","3.968","6.924","19.25326","73.1372"
"20181024_195435","-2.569","2.632","8.371","19.25326","73.1372"
"20181024_195436","-2.736","0.998","8.511","19.25325","73.1372"
"20181024_195436","-2.695","1.55","9.433","19.25325","73.1372"
"20181024_195437","-3.11","1.725","9.067","19.25325","73.1372"
"20181024_195437","-2.606","2.196","9.131","19.25325","73.1372"
"20181024_195438","-2.218","2.211","9.578","19.25325","73.1372"
"20181024_195438","-2.039","2.125","9.347","19.25325","73.1372"
"20181024_195439","-1.918","2.097","9.497","19.25325","73.13721"
"20181024_195439","-2.456","2.301","10.315","19.25325","73.13721"
"20181024_195440","-2.39","2.095","9.487","19.25326","73.13721"
"20181024_195440","-2.153","2.502","9.529","19.25326","73.13721"
"20181024_195441","-2.073","2.2","9.377","19.25326","73.13721"
"20181024_195441","-2.807","2.168","9.707","19.25326","73.13721"
"20181024_195442","-2.584","1.548","9.585","19.25326","73.13721"
"20181024_195443","-2.738","2.543","9.153","19.25326","73.13721"
"20181024_195443","-2.13","2.293","9.309","19.25326","73.13721"
"20181024_195444","-2.514","2.074","9.643","19.25326","73.13721"
"20181024_195444","-2.465","2.021","9.42","19.25326","73.13721"
"20181024_195445","-2.675","1.76","9.396","19.25326","73.13721"
"20181024_195445","-2.544","1.925","9.589","19.25326","73.13721"
"20181024_195446","-2.655","1.942","9.472","19.25326","73.13721"
"20181024_195446","-2.588","1.799","9.287","19.25326","73.13721"
"20181024_195447","-2.552","2.106","9.584","19.25326","73.13721"
"20181024_195447","-2.312","2.32","9.219","19.25326","73.13721"
"20181024_195448","-1.85","2.161","7.989","19.25326","73.13721"
"20181024_195448","-2.382","2.774","9.626","19.25326","73.13721"
"20181024_195449","-1.807","1.386","9.763","19.25326","73.13721"
"20181024_195449","-4.386","1.869","8.728","19.25326","73.13721"
"20181024_195450","-3.757","1.416","9.483","19.25326","73.13721"
"20181024_195450","-3.298","1.966","9.304","19.25327","73.13722"
"20181024_195451","-1.09","2.693","9.224","19.25327","73.13722"
"20181024_195451","-0.401","2.084","10.207","19.25327","73.13723"
"20181024_195452","-0.921","1.75","8.55","19.25327","73.13723"
"20181024_195452","-0.47","2.048","9.535","19.25328","73.13724"
"20181024_195453","-0.947","1.612","9.858","19.25328","73.13724"
"20181024_195453","-1.643","2.13","10.04","19.25329","73.13726"
"20181024_195454","-1.526","1.879","9.598","19.25329","73.13726"
"20181024_195454","-0.79","1.757","9.309","19.2533","73.13728"
"20181024_195455","-0.964","1.778","10.221","19.2533","73.13728"
"20181024_195455","-0.967","1.585","9.194","19.25332","73.13731"
"20181024_195456","-0.969","1.62","9.692","19.25334","73.13736"
"20181024_195456","-0.878","0.209","10.212","19.25334","73.13736"
"20181024_195457","-0.964","0.635","9.619","19.25336","73.13741"
"20181024_195457","-1.026","0.597","9.709","19.25336","73.13741"
"20181024_195458","-0.982","0.548","10.674","19.25338","73.13746"
"20181024_195458","-0.174","0.175","10.034","19.25338","73.13746"
"20181024_195459","-1.324","1.693","9.663","19.2534","73.13751"
"20181024_195459","-1.173","1.108","10.371","19.2534","73.13751"
"20181024_195500","-1.641","1.161","10.709","19.25344","73.13759"
"20181024_195500","-1.24","1.202","9.737","19.25344","73.13759"
"20181024_195501","-1.549","1.367","9.904","19.25346","73.13764"
"20181024_195501","-1","1.242","7.543","19.25346","73.13764"
"20181024_195502","-1.47","0.994","10.086","19.25349","73.13769"
"20181024_195502","-1.032","0.397","9.781","19.25349","73.13769"
"20181024_195503","-1.238","0.745","9.392","19.25351","73.13775"
